href	language_num	sex	birth_place	native_language	other_languages	age_sex	age_of_english_onset	english_learning_method	english_residence	length_of_english_residence	age	category
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=654	english196	female	['suva,', 'fiji']	"english
(eng)"	['fijian', 'hindi', 'french', '']	['50,', 'female', '']	0.0	naturalistic	['fiji,', 'usa']	50.0	50.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=662	english197	male	['iowa,', 'usa']	"english
(eng)"	['none']	['22,', 'male', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=663	english198	male	['columbia,', 'usa']	"english
(eng)"	['none']	['56,', 'male', '']	0.0	naturalistic	['usa']	56.0	56.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=664	english199	male	['york,', 'usa']	"english
(eng)"	['none']	['25,', 'male', '']	0.0	naturalistic	['usa']	25.0	25.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=667	english200	female	['california,', 'usa']	"english
(eng)"	['spanish', '']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=668	english201	female	['michigan,', 'usa']	"english
(eng)"	['polish', '']	['26,', 'female', '']	0.0	naturalistic	['usa']	26.0	26.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=673	english202	male	['maryland,', 'usa']	"english
(eng)"	['esperanto', '']	['19,', 'male', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=674	english203	female	['massachusetts,', 'usa']	"english
(eng)"	['german', 'french', '']	['63,', 'female', '']	0.0	naturalistic	['usa']	31.0	63.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=678	english204	male	['illinois,', 'usa']	"english
(eng)"	['french', 'german', '']	['53,', 'male', '']	0.0	naturalistic	['usa']	49.0	53.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=679	english205	female	['minnesota,', 'usa']	"english
(eng)"	['none']	['45,', 'female', '']	0.0	naturalistic	['usa']	45.0	45.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=680	english206	female	['england,', 'uk']	"english
(eng)"	['slovenian', '']	['35,', 'female', '']	0.0	naturalistic	['uk']	35.0	35.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=684	english207	female	['pennsylvania,', 'usa']	"english
(eng)"	['spanish', '']	['23,', 'female', '']	0.0	naturalistic	['usa']	23.0	23.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=695	english208	male	['dc,', 'usa']	"english
(eng)"	['none']	['46,', 'male', '']	0.0	naturalistic	['usa']	29.0	46.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=702	english209	female	['and', 'barbuda']	"english
(eng)"	['antigua', 'and', 'barbuda', 'creole', 'english', 'french', '']	['28,', 'female', '']	0.0	naturalistic	['antigua', 'and', 'barbuda,', 'usa']	28.0	28.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=705	english210	female	['scotia,', 'canada']	"english
(eng)"	['french', '']	['23,', 'female', '']	0.0	naturalistic	['canada']	23.0	23.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=720	english211	male	['massachusetts,', 'usa']	"english
(eng)"	['none']	['30,', 'male', '']	0.0	naturalistic	['usa']	30.0	30.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=729	english212	male	['carolina,', 'usa']	"english
(eng)"	['none']	['24,', 'male', '']	0.0	naturalistic	['usa']	24.0	24.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=734	english213	male	['kansas,', 'usa']	"english
(eng)"	['none']	['38,', 'male', '']	0.0	naturalistic	['usa']	38.0	38.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=737	english214	male	['carolina,', 'usa']	"english
(eng)"	['spanish', '']	['26,', 'male', '']	0.0	naturalistic	['usa']	26.0	26.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=738	english215	male	['warwickshire,', 'uk']	"english
(eng)"	['spanish', 'italian', 'yiddish', '']	['20,', 'male', '']	0.0	naturalistic	['uk,', 'ireland,', 'usa']	20.0	20.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=739	english216	female	['illinois,', 'usa']	"english
(eng)"	['spanish', '']	['48,', 'female', '']	0.0	naturalistic	['usa']	48.0	48.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=740	english217	male	['middlesex,', 'uk']	"english
(eng)"	['french', 'german', 'spanish', 'italian', 'japanese', '']	['66,', 'male', '']	0.0	naturalistic	['uk,', 'usa']	66.0	66.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=747	english218	female	['virginia,', 'usa']	"english
(eng)"	['latin', 'spanish', '']	['27,', 'female', '']	0.0	naturalistic	['usa']	27.0	27.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=748	english219	female	['california,', 'usa']	"english
(eng)"	['spanish', '']	['38,', 'female', '']	0.0	naturalistic	['usa']	38.0	38.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=749	english220	female	['california,', 'usa']	"english
(eng)"	['none']	['18,', 'female', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=754	english221	male	['london,', 'uk']	"english
(eng)"	['yoruba', '']	['45,', 'male', '']	0.0	naturalistic	['uk,', 'australia,', 'usa']	45.0	45.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=764	english222	female	['indiana,', 'usa']	"english
(eng)"	['none']	['18,', 'female', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=767	english223	male	['pennsylvania,', 'usa']	"english
(eng)"	['none']	['18,', 'male', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=768	english224	male	['bridgetown,', 'barbados']	"english
(eng)"	['spanish', 'french', '']	['20,', 'male', '']	0.0	naturalistic	['barbados']	20.0	20.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=771	english225	male	['scotland,', 'uk']	"english
(eng)"	['italian', '']	['50,', 'male', '']	0.0	naturalistic	['scotland,', 'usa']	50.0	50.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=772	english226	male	['surrey,', 'uk']	"english
(eng)"	['none']	['38,', 'male', '']	0.0	naturalistic	['uk,', 'usa']	38.0	38.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=773	english227	female	['surrey,', 'uk']	"english
(eng)"	['none']	['42,', 'female', '']	0.0	naturalistic	['uk,', 'usa']	42.0	42.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=774	english228	female	['scotland,', 'uk']	"english
(eng)"	['french', 'german', 'krio', '']	['59,', 'female', '']	0.0	naturalistic	['scotland,', 'usa,', 'sierra', 'leone']	59.0	59.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=775	english229	male	['vermont,', 'usa']	"english
(eng)"	['french', '']	['25,', 'male', '']	0.0	naturalistic	['usa']	25.0	25.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=776	english230	male	['tasmania,', 'australia']	"english
(eng)"	['none']	['35,', 'male', '']	0.0	naturalistic	['australia']	35.0	35.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=791	english231	male	['florida,', 'usa']	"english
(eng)"	['spanish', '']	['22,', 'male', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=798	english232	female	['louisiana,', 'usa']	"english
(eng)"	['italian', 'spanish', '']	['32,', 'female', '']	0.0	naturalistic	['usa']	32.0	32.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=793	english233	female	['alberta,', 'canada']	"english
(eng)"	['french', '']	['26,', 'female', '']	0.0	naturalistic	['canada']	26.0	26.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=794	english234	male	['indiana,', 'usa']	"english
(eng)"	['portuguese', 'spanish', 'american', 'sign', 'language', '']	['49,', 'male', '']	0.0	naturalistic	['usa']	49.0	49.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=795	english235	female	['virginia,', 'usa']	"english
(eng)"	['spanish', '']	['52,', 'female', '']	0.0	naturalistic	['usa']	52.0	52.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=799	english236	male	['illinois,', 'usa']	"english
(eng)"	['german', 'french', '']	['44,', 'male', '']	0.0	naturalistic	['usa']	34.0	44.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=801	english237	female	['ohio,', 'usa']	"english
(eng)"	['spanish', '']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=802	english238	female	['columbia,', 'canada']	"english
(eng)"	['german', 'french', 'japanese', '']	['21,', 'female', '']	0.0	naturalistic	['canada']	21.0	21.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=803	english239	male	['kobbe,', 'panama']	"english
(eng)"	['japanese', 'punjabi', '']	['19,', 'male', '']	0.0	naturalistic	['usa']	18.0	19.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=815	english240	male	['ontario,', 'canada']	"english
(eng)"	['french', '']	['26,', 'male', '']	0.0	naturalistic	['canada']	26.0	26.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=817	english241	female	['new', 'zealand']	"english
(eng)"	['italian', 'portuguese', '']	['52,', 'female', '']	0.0	naturalistic	['new', 'zealand']	29.0	52.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=818	english242	female	['mississippi,', 'usa']	"english
(eng)"	['none']	['77,', 'female', '']	0.0	naturalistic	['usa']	77.0	77.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=820	english243	male	['brunswick,', 'canada']	"english
(eng)"	['french', '']	['27,', 'male', '']	0.0	naturalistic	['canada']	27.0	27.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=821	english244	male	['california,', 'usa']	"english
(eng)"	['spanish', '']	['23,', 'male', '']	0.0	naturalistic	['usa']	13.0	23.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=824	english245	male	['pennsylvania,', 'usa']	"english
(eng)"	['japanese', 'spanish', '']	['25,', 'male', '']	0.0	naturalistic	['usa']	22.0	25.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=825	english246	male	['california,', 'usa']	"english
(eng)"	['none']	['32,', 'male', '']	0.0	naturalistic	['usa']	32.0	32.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=835	english247	male	['columbia,', 'canada']	"english
(eng)"	['japanese', '']	['33,', 'male', '']	0.0	naturalistic	['canada']	25.0	33.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=840	english248	female	['pennsylvania,', 'usa']	"english
(eng)"	['french', '']	['18,', 'female', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=850	english249	female	['massachusetts,', 'usa']	"english
(eng)"	['spanish', '']	['29,', 'female', '']	0.0	naturalistic	['usa']	29.0	29.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=852	english250	male	['england,', 'uk']	"english
(eng)"	['none']	['19,', 'male', '']	0.0	naturalistic	['uk']	19.0	19.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=855	english251	male	['york,', 'usa']	"english
(eng)"	['french', 'spanish', 'italian', 'japanese', '']	['21,', 'male', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=856	english252	female	['california,', 'usa']	"english
(eng)"	['german', '']	['25,', 'female', '']	0.0	naturalistic	['usa']	25.0	25.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=857	english253	male	['dublin,', 'ireland']	"english
(eng)"	['gaelic', 'french', '']	['21,', 'male', '']	0.0	naturalistic	['ireland']	21.0	21.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=858	english254	male	['oregon,', 'usa']	"english
(eng)"	['spanish', '']	['39,', 'male', '']	0.0	naturalistic	['usa']	39.0	39.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=859	english255	female	['new', 'zealand']	"english
(eng)"	['cantonese', 'japanese', '']	['24,', 'female', '']	0.0	naturalistic	['new', 'zealand']	24.0	24.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=861	english256	male	['carolina,', 'usa']	"english
(eng)"	['none']	['23,', 'male', '']	0.0	naturalistic	['usa']	23.0	23.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=863	english257	male	['california,', 'usa']	"english
(eng)"	['none']	['24,', 'male', '']	0.0	naturalistic	['usa']	24.0	24.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=869	english258	male	['kilkenny,', 'ireland']	"english
(eng)"	['irish', 'french', 'german', 'dutch', 'spanish', '']	['24,', 'male', '']	0.0	naturalistic	['ireland']	23.0	24.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=870	english259	male	['singapore,', 'singapore']	"english
(eng)"	['mandarin', 'cantonese', 'hokkien', '']	['23,', 'male', '']	0.0	naturalistic	['singapore']	23.0	23.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=871	english260	female	['arizona,', 'usa']	"english
(eng)"	['none']	['18,', 'female', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=875	english261	female	['maryland,', 'usa']	"english
(eng)"	['spanish', '']	['59,', 'female', '']	0.0	naturalistic	['usa']	59.0	59.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=876	english262	male	['maryland,', 'usa']	"english
(eng)"	['german', '']	['60,', 'male', '']	0.0	naturalistic	['usa']	60.0	60.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=884	english263	male	['illinois,', 'usa']	"english
(eng)"	['spanish', '']	['21,', 'male', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=889	english264	male	['california,', 'usa']	"english
(eng)"	['french', 'german', '']	['21,', 'male', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=890	english265	male	['washington,', 'usa']	"english
(eng)"	['korean', 'german', '']	['31,', 'male', '']	0.0	naturalistic	['usa']	27.0	31.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=899	english266	male	['california,', 'usa']	"english
(eng)"	['french', 'spanish', '']	['18,', 'male', '']	0.0		['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=900	english267	male	['leeds,', 'uk']	"english
(eng)"	['french', '']	['66,', 'male', '']	0.0	naturalistic	['uk']	66.0	66.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=901	english268	female	['leeds,', 'uk']	"english
(eng)"	['french', 'german', '']	['67,', 'female', '']	0.0	naturalistic	['uk']	67.0	67.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=902	english269	female	['adelaide,', 'australia']	"english
(eng)"	['french', '']	['22,', 'female', '']	0.0	naturalistic	['australia,', 'uk,', 'usa']	22.0	22.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=903	english270	male	['south', 'africa']	"english
(eng)"	['afrikaans', 'french', '']	['29,', 'male', '']	0.0	naturalistic	['south', 'africa']	29.0	29.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=904	english271	female	['south', 'africa']	"english
(eng)"	['afrikaans', 'french', '']	['32,', 'female', '']	0.0	naturalistic	['south', 'africa']	32.0	32.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=905	english272	male	['texas,', 'usa']	"english
(eng)"	['spanish', '']	['20,', 'male', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=907	english273	male	['pennsylvania,', 'usa']	"english
(eng)"	['german', '']	['46,', 'male', '']	0.0	naturalistic	['usa']	46.0	46.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=909	english274	female	['sydney,', 'australia']	"english
(eng)"	['hokkien', 'mandarin', '']	['25,', 'female', '']	0.0	naturalistic	['australia']	25.0	25.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=912	english275	female	['jersey,', 'usa']	"english
(eng)"	['none']	['20,', 'female', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=918	english276	female	['tennessee,', 'usa']	"english
(eng)"	['none']	['50,', 'female', '']	0.0	naturalistic	['usa']	50.0	50.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=919	english277	female	['york,', 'usa']	"english
(eng)"	['german', '']	['48,', 'female', '']	0.0	naturalistic	['usa']	42.0	48.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=921	english278	female	['georgia,', 'usa']	"english
(eng)"	['none']	['18,', 'female', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=922	english279	female	['singapore,', 'singapore']	"english
(eng)"	['mandarin', 'hainanese', '']	['30,', 'female', '']	0.0	naturalistic	['singapore']	30.0	30.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=935	english280	female	['of', 'man']	"english
(eng)"	['none']	['19,', 'female', '']	0.0	naturalistic	['isle', 'of', 'man']	19.0	19.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=937	english281	male	['minnesota,', 'usa']	"english
(eng)"	['french', '']	['23,', 'male', '']	0.0	naturalistic	['usa']	23.0	23.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=939	english282	male	['florida,', 'usa']	"english
(eng)"	['none']	['20,', 'male', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=951	english283	male	['york,', 'usa']	"english
(eng)"	['spanish', '']	['18,', 'male', '']	0.0	naturalistic	['usa']	18.0	18.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=952	english284	male	['florida,', 'usa']	"english
(eng)"	['spanish', '']	['33,', 'male', '']	0.0	naturalistic	['usa']	33.0	33.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=961	english285	male	['melbourne,', 'australia']	"english
(eng)"	['none']	['50,', 'male', '']	0.0	naturalistic	['australia,', 'hong', 'kong,', 'usa']	50.0	50.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=977	english286	female	['texas,', 'usa']	"english
(eng)"	['french', 'latin', 'hebrew', 'spanish', '']	['21,', 'female', '']	0.0	naturalistic	['usa']	21.0	21.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=981	english287	female	['singapore,', 'singapore']	"english
(eng)"	['cantonese', 'mandarin', 'japanese', '']	['27,', 'female', '']	0.0	naturalistic	['singapore']	27.0	27.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=982	english288	female	['missouri,', 'usa']	"english
(eng)"	['none']	['26,', 'female', '']	0.0	naturalistic	['usa']	26.0	26.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=983	english289	female	['virginia,', 'usa']	"english
(eng)"	['italian', 'spanish', 'latin', 'french', '']	['19,', 'female', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=986	english290	male	['georgia,', 'usa']	"english
(eng)"	['none']	['20,', 'male', '']	0.0	naturalistic	['usa']	20.0	20.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1026	english291	male	['city,', 'belize']	"english
(eng)"	['spanish', 'creole', 'dutch', '']	['18,', 'male', '']	0.0	naturalistic	['belize,', 'usa']	18.0	18.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1051	english292	male	['missouri,', 'usa']	"english
(eng)"	['none']	['38,', 'male', '']	0.0	naturalistic	['usa']	38.0	38.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1052	english293	female	['montana,', 'usa']	"english
(eng)"	['none']	['22,', 'female', '']	0.0	naturalistic	['usa']	22.0	22.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1060	english294	female	['naracoorte,', 'australia']	"english
(eng)"	['indonesian', 'french', '']	['19,', 'female', '']	0.0	naturalistic	['australia,', 'usa']	19.0	19.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1067	english295	male	['alberta,', 'canada']	"english
(eng)"	['french', 'german', 'italian', '']	['25,', 'male', '']	0.0	naturalistic	['canada']	25.0	25.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1070	english296	female	['alberta,', 'canada']	"english
(eng)"	['french', '']	['18,', 'female', '']	0.0	naturalistic	['canada']	18.0	18.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1071	english297	male	['york,', 'usa']	"english
(eng)"	['german', '']	['19,', 'male', '']	0.0	naturalistic	['usa']	19.0	19.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1072	english298	male	['wales,', 'australia']	"english
(eng)"	['none']	['22,', 'male', '']	0.0	naturalistic	['australia']	22.0	22.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1075	english299	male	['ontario,', 'canada']	"english
(eng)"	['japanese', '']	['59,', 'male', '']	0.0	naturalistic	['usa']	59.0	59.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1076	english300	male	['dublin,', 'ireland']	"english
(eng)"	['irish', '']	['18,', 'male', '']	0.0	naturalistic	['ireland']	18.0	18.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1078	english301	male	['ontario,', 'canada']	"english
(eng)"	['none']	['41,', 'male', '']	0.0	naturalistic	['canada']	41.0	41.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1085	english302	male	['melbourne,', 'australia']	"english
(eng)"	['finnish', '']	['22,', 'male', '']	0.0	naturalistic	['australia']	22.0	22.0	australia
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1086	english303	female	['california,', 'usa']	"english
(eng)"	['arabic', '']	['45,', 'female', '']	0.0	naturalistic	['usa']	45.0	45.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1088	english304	female	['clare,', 'ireland']	"english
(eng)"	['irish', 'french', '']	['20,', 'female', '']	0.0	naturalistic	['ireland']	20.0	20.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1094	english305	female	['paz,', 'bolivia']	"english
(eng)"	['arabic', 'spanish', '']	['24,', 'female', '']	0.0	naturalistic	['uk,', 'usa']	7.0	24.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1093	english306	female	['london,', 'uk']	"english
(eng)"	['none']	['24,', 'female', '']	0.0	naturalistic	['uk,', 'usa']	24.0	24.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1100	english307	male	['va,', 'usa']	"english
(eng)"	['spanish', '']	['48,', 'male', '']	0.0	naturalistic	['usa,', 'new', 'zealand']	48.0	48.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1101	english308	male	['wales,', 'uk']	"english
(eng)"	['welsh', '']	['34,', 'male', '']	0.0	naturalistic	['uk,', 'new', 'zealand']	34.0	34.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1105	english309	female	['new', 'zealand']	"english
(eng)"	['german', 'french', 'maori', 'japanese', '']	['44,', 'female', '']	0.0	naturalistic	['new', 'zealand']	44.0	44.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1108	english310	female	['oxford,', 'uk']	"english
(eng)"	['punjabi', '']	['37,', 'female', '']	0.0	naturalistic	['uk,', 'usa']	22.0	37.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1110	english311	female	['michigan,', 'usa']	"english
(eng)"	['none']	['38,', 'female', '']	0.0	naturalistic	['usa']	38.0	38.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1113	english312	female	['alberta,', 'canada']	"english
(eng)"	['french', '']	['40,', 'female', '']	0.0	naturalistic	['canada']	40.0	40.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1119	english313	male	['maryland,', 'usa']	"english
(eng)"	['spanish', '']	['28,', 'male', '']	0.0	naturalistic	['usa']	28.0	28.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1120	english314	female	['tennessee,', 'usa']	"english
(eng)"	['french', '']	['26,', 'female', '']	0.0	naturalistic	['usa']	26.0	26.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1121	english315	male	['california,', 'usa']	"english
(eng)"	['none']	['25,', 'male', '']	0.0	naturalistic	['usa']	25.0	25.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1122	english316	male	['california,', 'usa']	"english
(eng)"	['none']	['33,', 'male', '']	0.0	naturalistic	['usa']	33.0	33.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1132	english317	male	['vermont,', 'usa']	"english
(eng)"	['none']	['26,', 'male', '']	0.0	naturalistic	['usa']	26.0	26.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1137	english318	male	['ontario,', 'canada']	"english
(eng)"	['none']	['46,', 'male', '']	0.0	naturalistic	['canada']	46.0	46.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1138	english319	male	['lincolnshire,', 'uk']	"english
(eng)"	['none']	['29,', 'male', '']	0.0	naturalistic	['uk']	29.0	29.0	uk
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1162	english320	female	['county,', 'liberia']	"english
(eng)"	['grebo', '']	['59,', 'female', '']	0.0	naturalistic	['liberia,', 'usa']	59.0	59.0	default
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1163	english321	male	['york,', 'usa']	"english
(eng)"	['yiddish', 'french', 'hebrew', '']	['52,', 'male', '']	0.0	naturalistic	['usa']	52.0	52.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1172	english322	male	['saskatchewan,', 'canada']	"english
(eng)"	['none']	['29,', 'male', '']	0.0	naturalistic	['canada']	29.0	29.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1173	english323	female	['saskatchewan,', 'canada']	"english
(eng)"	['none']	['31,', 'female', '']	0.0	naturalistic	['canada']	31.0	31.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1174	english324	male	['ontario,', 'canada']	"english
(eng)"	['french', '']	['28,', 'male', '']	0.0	naturalistic	['canada']	28.0	28.0	canada
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1176	english325	male	['pennsylvania,', 'usa']	"english
(eng)"	['italian', '']	['32,', 'male', '']	0.0	naturalistic	['usa']	32.0	32.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1188	english326	male	['ohio,', 'usa']	"english
(eng)"	['none']	['53,', 'male', '']	0.0	naturalistic	['usa']	50.0	53.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1205	english327	male	['florida,', 'usa']	"english
(eng)"	['none']	['27,', 'male', '']	0.0	naturalistic	['usa']	27.0	27.0	usa
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1206	english328	female	['florida,', 'usa']	"english
(eng)"	['thai', '']	['23,', 'female', '']	0.0	naturalistic	['usa']	23.0	23.0	usa
